Time,Ambient Dry Bulb (C),Ambient Relative Humidity (-),Ambient Pressure (kPa),GHI (W/m^2),DNI (W/m^2),DHI (W/m^2),Wind Speed (m/s),Sky Temperature (C),Mains Temperature (C),Ground Temperature (C),Ambient Humidity Ratio (-),Ambient Wet Bulb (-),apparent_zenith,zenith,apparent_elevation,elevation,azimuth,equation_of_time,dni_extraterrestrial,airmass,Exterior Wall Irradiance (W),"Exterior Wall Irradiance - North, poa_global (W/m^2)","Exterior Wall Irradiance - North, poa_direct (W/m^2)","Exterior Wall Irradiance - North, poa_diffuse (W/m^2)","Exterior Wall Irradiance - North, poa_sky_diffuse (W/m^2)","Exterior Wall Irradiance - North, poa_ground_diffuse (W/m^2)","Exterior Wall Irradiance - East, poa_global (W/m^2)","Exterior Wall Irradiance - East, poa_direct (W/m^2)","Exterior Wall Irradiance - East, poa_diffuse (W/m^2)","Exterior Wall Irradiance - East, poa_sky_diffuse (W/m^2)","Exterior Wall Irradiance - East, poa_ground_diffuse (W/m^2)","Exterior Wall Irradiance - South, poa_global (W/m^2)","Exterior Wall Irradiance - South, poa_direct (W/m^2)","Exterior Wall Irradiance - South, poa_diffuse (W/m^2)","Exterior Wall Irradiance - South, poa_sky_diffuse (W/m^2)","Exterior Wall Irradiance - South, poa_ground_diffuse (W/m^2)",Roof Irradiance (W),"Roof Irradiance - North, poa_global (W/m^2)","Roof Irradiance - North, poa_direct (W/m^2)","Roof Irradiance - North, poa_diffuse (W/m^2)","Roof Irradiance - North, poa_sky_diffuse (W/m^2)","Roof Irradiance - North, poa_ground_diffuse (W/m^2)",Window Irradiance (W),"Window Irradiance - North, poa_global (W/m^2)","Window Irradiance - North, poa_direct (W/m^2)","Window Irradiance - North, poa_diffuse (W/m^2)","Window Irradiance - North, poa_sky_diffuse (W/m^2)","Window Irradiance - North, poa_ground_diffuse (W/m^2)","Window Irradiance - East, poa_global (W/m^2)","Window Irradiance - East, poa_direct (W/m^2)","Window Irradiance - East, poa_diffuse (W/m^2)","Window Irradiance - East, poa_sky_diffuse (W/m^2)","Window Irradiance - East, poa_ground_diffuse (W/m^2)","Window Irradiance - South, poa_global (W/m^2)","Window Irradiance - South, poa_direct (W/m^2)","Window Irradiance - South, poa_diffuse (W/m^2)","Window Irradiance - South, poa_sky_diffuse (W/m^2)","Window Irradiance - South, poa_ground_diffuse (W/m^2)",Door Irradiance (W),"Door Irradiance - South, poa_global (W/m^2)","Door Irradiance - South, poa_direct (W/m^2)","Door Irradiance - South, poa_diffuse (W/m^2)","Door Irradiance - South, poa_sky_diffuse (W/m^2)","Door Irradiance - South, poa_ground_diffuse (W/m^2)",Horizontal Irradiance (W/m^2),Occupancy (Persons),MELs (kW),TV (kW),Indoor Lighting (kW),Dishwasher (L/min),Dishwasher (kW),Cooking Range (kW),Cooking Range (therms/hour),Water Heating (L/min),Water Heating Setpoint (C),Refrigerator (kW),Exterior Lighting (kW),Gas Grill (therms/hour),HVAC Heating Setpoint (C),HVAC Cooling Setpoint (C)
2025-01-01 07:33:00,-1.1,0.78,102.9,3,4,2,3.1,-17.812712361092508,12.43753247303448,9.236100170605994,0.0026419395275833913,-2.2934322405302696,93.52210182749981,93.52210182749981,-3.5221018274998133,-3.5221018274998133,119.69559627870098,-3.744415867353382,1413.981805,,133.66021906566104,0.3,0.0,0.3,0.0,0.3,3.76811530979258,3.46811530979258,0.3,0.0,0.3,2.277824782725612,1.9778247827256121,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,12.664983223508003,0.2562,-0.0,0.2562,0.0,0.3,3.6515926859545997,3.3953926859545995,0.2562,0.0,0.3,1.8679930638886606,1.6117930638886606,0.2562,0.0,0.3,4.2323369380509765,2.277824782725612,1.9778247827256121,0.3,0.0,0.3,0.0,2.0,0.081607717790502,0.015711478465397166,0.08500359473797843,0.0,0.0,0.0,0.0,0.9561525701441561,51.666666666666686,0.03331151295840272,0.004771335663377193,0.002810001432625661,15.5555555555556,18.33333333333337
2025-01-01 07:34:00,-1.1,0.78,102.9,3,4,2,3.1,-17.812712361092508,12.43753247303448,9.236100170605994,0.0026419395275833913,-2.2934322405302696,93.370293201771,93.370293201771,-3.3702932017709983,-3.3702932017709983,119.868889567427,-3.744742138645961,1413.981805,,133.65487110202258,0.3,0.0,0.3,0.0,0.3,3.7626698979559854,3.4626698979559856,0.3,0.0,0.3,2.2886224417201873,1.9886224417201872,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,12.670890880973047,0.2562,-0.0,0.2562,0.0,0.3,3.6458032043615054,3.3896032043615056,0.2562,0.0,0.3,1.8824422917008645,1.6262422917008645,0.2562,0.0,0.3,4.2523996449605646,2.2886224417201873,1.9886224417201872,0.3,0.0,0.3,0.0,2.0,0.081607717790502,0.015711478465397166,0.08500359473797843,0.0,0.0,0.0,0.0,0.9561525701441561,51.666666666666686,0.03331151295840272,0.004771335663377193,0.002810001432625661,15.5555555555556,18.33333333333337
2025-01-01 07:35:00,-1.1,0.78,102.9,3,4,2,3.1,-17.812712361092508,12.43753247303448,9.236100170605994,0.0026419395275833913,-2.2934322405302696,93.21874803348224,93.21874803348224,-3.2187480334822385,-3.2187480334822385,120.04238725560424,-3.7450684070936404,1413.981805,,133.64755638316217,0.3,0.0,0.3,0.0,0.3,3.7571585981460243,3.4571585981460244,0.3,0.0,0.3,2.2994030332586117,1.999403033258612,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,12.676597058682383,0.2562,-0.0,0.2562,0.0,0.3,3.6399477425013753,3.3837477425013756,0.2562,0.0,0.3,1.8968718974423158,1.6406718974423158,0.2562,0.0,0.3,4.272430639498922,2.2994030332586117,1.999403033258612,0.3,0.0,0.3,0.0,2.0,0.081607717790502,0.015711478465397166,0.08500359473797843,0.0,0.0,0.0,0.0,0.9561525701441561,51.666666666666686,0.03331151295840272,0.004771335663377193,0.002810001432625661,15.5555555555556,18.33333333333337
2025-01-01 07:36:00,-1.1,0.78,102.9,3,4,2,3.1,-17.812712361092508,12.43753247303448,9.236100170605994,0.0026419395275833913,-2.2934322405302696,93.06746802496264,93.06746802496264,-3.067468024962634,-3.067468024962634,120.21609131803433,-3.745394672812836,1413.981805,,133.63827504513168,0.3,0.0,0.3,0.0,0.3,3.751581515152473,3.451581515152473,0.3,0.0,0.3,2.3101663521276765,2.0101663521276767,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,12.68209997724114,0.2562,-0.0,0.2562,0.0,0.3,3.634026319534536,3.377826319534536,0.2562,0.0,0.3,1.9112806267456148,1.6550806267456148,0.2562,0.0,0.3,4.292429540367432,2.3101663521276765,2.0101663521276767,0.3,0.0,0.3,0.0,2.0,0.081607717790502,0.015711478465397166,0.08500359473797843,0.0,0.0,0.0,0.0,0.9561525701441561,51.666666666666686,0.03331151295840272,0.004771335663377193,0.002810001432625661,15.5555555555556,18.33333333333337
2025-01-01 07:37:00,-1.1,0.78,102.9,3,4,2,3.1,-17.812712361092508,12.43753247303448,9.236100170605994,0.0026419395275833913,-2.2934322405302696,92.9164548837606,92.9164548837606,-2.916454883760599,-2.916454883760599,120.39000372148962,-3.7457209357235115,1413.981805,,133.62702726139153,0.3,0.0,0.3,0.0,0.3,3.7459387550054273,3.4459387550054275,0.3,0.0,0.3,2.3209121934653476,2.020912193465348,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,12.687397849773909,0.2562,-0.0,0.2562,0.0,0.3,3.6280389426977147,3.371838942697715,0.2562,0.0,0.3,1.9256672415316165,1.6694672415316165,0.2562,0.0,0.3,4.312395966919978,2.3209121934653476,2.020912193465348,0.3,0.0,0.3,0.0,2.0,0.081607717790502,0.015711478465397166,0.08500359473797843,0.0,0.0,0.0,0.0,0.9561525701441561,51.666666666666686,0.03331151295840272,0.004771335663377193,0.002810001432625661,15.5555555555556,18.33333333333337
2025-01-01 07:38:00,-1.1,0.78,102.9,3,4,2,3.1,-17.812712361092508,12.43753247303448,9.236100170605994,0.0026419395275833913,-2.2934322405302696,92.7657103230063,92.7657103230063,-2.765710323006309,-2.765710323006309,120.56412642428626,-3.7460471958547714,1413.981805,,133.61381324282002,0.3,0.0,0.3,0.0,0.3,3.7402304249857607,3.440230424985761,0.3,0.0,0.3,2.3316403527399827,2.031640352739983,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,12.692488881738896,0.2562,-0.0,0.2562,0.0,0.3,3.621985607120158,3.365785607120158,0.2562,0.0,0.3,1.9400305202123052,1.6838305202123052,0.2562,0.0,0.3,4.332329539124334,2.3316403527399827,2.031640352739983,0.3,0.0,0.3,0.0,2.0,0.081607717790502,0.015711478465397166,0.08500359473797843,0.0,0.0,0.0,0.0,0.9561525701441561,51.666666666666686,0.03331151295840272,0.004771335663377193,0.002810001432625661,15.5555555555556,18.33333333333337
2025-01-01 07:39:00,-1.1,0.78,102.9,3,4,2,3.1,-17.812712361092508,12.43753247303448,9.236100170605994,0.0026419395275833913,-2.2934322405302696,92.6152360616855,92.6152360616855,-2.6152360616854935,-2.6152360616854935,120.73846137596911,-3.7463734531847876,1413.981805,,133.59863323773675,0.3,0.0,0.3,0.0,0.3,3.7344566336325102,3.4344566336325104,0.3,0.0,0.3,2.342350625736924,2.0423506257369244,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,12.697371270763574,0.2562,-0.0,0.2562,0.0,0.3,3.6158662956472902,3.3596662956472905,0.2562,0.0,0.3,1.9543692578948548,1.6981692578948548,0.2562,0.0,0.3,4.352229877537249,2.342350625736924,2.0423506257369244,0.3,0.0,0.3,0.0,2.0,0.081607717790502,0.015711478465397166,0.08500359473797843,0.0,0.0,0.0,0.0,0.9561525701441561,51.666666666666686,0.03331151295840272,0.004771335663377193,0.002810001432625661,15.5555555555556,18.33333333333337
2025-01-01 07:40:00,-1.1,0.78,102.9,3,4,2,3.1,-17.812712361092508,12.43753247303448,9.236100170605994,0.0026419395275833913,-2.2934322405302696,92.46503372293172,92.46503372293172,-2.4650337229317234,-2.4650337229317234,120.91301063567158,-3.7466997079900466,1413.981805,,133.58148751962685,0.3,0.0,0.3,0.0,0.3,3.7286174867610353,3.4286174867610355,0.3,0.0,0.3,2.3530428158044123,2.0530428158044125,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,12.702043209601689,0.2562,-0.0,0.2562,0.0,0.3,3.6096809744508596,3.3534809744508594,0.2562,0.0,0.3,1.96868227629391,1.71248227629391,0.2562,0.0,0.3,4.372096616767799,2.3530428158044123,2.0530428158044125,0.3,0.0,0.3,0.0,2.0,0.081607717790502,0.015711478465397166,0.08500359473797843,0.0,0.0,0.0,0.0,0.9561525701441561,51.666666666666686,0.03331151295840272,0.004771335663377193,0.002810001432625661,15.5555555555556,18.33333333333337
2025-01-01 07:41:00,-1.1,0.78,102.9,3,4,2,3.1,-17.812712361092508,12.43753247303448,9.236100170605994,0.0026419395275833913,-2.2934322405302696,92.31510523842222,92.31510523842222,-2.315105238422213,-2.315105238422213,121.08777590181313,-3.747025959804887,1413.981805,,133.56237643461162,0.3,0.0,0.3,0.0,0.3,3.722713103230976,3.422713103230976,0.3,0.0,0.3,2.3637167050714334,2.0637167050714336,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,12.706502873565487,0.2562,-0.0,0.2562,0.0,0.3,3.6034296095680096,3.3472296095680094,0.2562,0.0,0.3,1.9829683854080074,1.7267683854080074,0.2562,0.0,0.3,4.3919293519983915,2.3637167050714334,2.0637167050714336,0.3,0.0,0.3,0.0,2.0,0.081607717790502,0.015711478465397166,0.08500359473797843,0.0,0.0,0.0,0.0,0.9561525701441561,51.666666666666686,0.03331151295840272,0.004771335663377193,0.002810001432625661,15.5555555555556,18.33333333333337
2025-01-01 07:42:00,-1.1,0.78,102.9,3,4,2,3.1,-17.812712361092508,12.43753247303448,9.236100170605994,0.0026419395275833913,-2.2934322405302696,92.16545224294937,92.16545224294937,-2.1654522429493674,-2.1654522429493674,121.26275921564218,-3.7473522088403115,1413.981805,,133.54130033234796,0.3,0.0,0.3,0.0,0.3,3.7167435914077616,3.4167435914077617,0.3,0.0,0.3,2.3743720975508404,2.0743720975508406,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,12.710748439256282,0.2562,-0.0,0.2562,0.0,0.3,3.5971121418176635,3.3409121418176637,0.2562,0.0,0.3,1.997226441415889,1.741026441415889,0.2562,0.0,0.3,4.411727719072992,2.3743720975508404,2.0743720975508406,0.3,0.0,0.3,0.0,2.0,0.081607717790502,0.015711478465397166,0.08500359473797843,0.0,0.0,0.0,0.0,0.9561525701441561,51.666666666666686,0.03331151295840272,0.004771335663377193,0.002810001432625661,15.5555555555556,18.33333333333337
2025-01-01 07:43:00,-1.1,0.78,102.9,3,4,2,3.1,-17.812712361092508,12.43753247303448,9.236100170605994,0.0026419395275833913,-2.2934322405302696,92.01607647778987,92.01607647778987,-2.0160764777898725,-2.0160764777898725,121.43796249282957,-3.7476784550381126,1413.981805,,133.51825961071867,0.3,0.0,0.3,0.0,0.3,3.710709064789498,3.410709064789498,0.3,0.0,0.3,2.3850087904317827,2.085008790431783,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,12.714778071794575,0.2562,-0.0,0.2562,0.0,0.3,3.5907285032181484,3.334528503218148,0.2562,0.0,0.3,2.011455308432497,1.7552553084324973,0.2562,0.0,0.3,4.43149134115671,2.3850087904317827,2.085008790431783,0.3,0.0,0.3,0.0,2.0,0.081607717790502,0.015711478465397166,0.08500359473797843,0.0,0.0,0.0,0.0,0.9561525701441561,51.666666666666686,0.03331151295840272,0.004771335663377193,0.002810001432625661,15.5555555555556,18.33333333333337
2025-01-01 07:44:00,-1.1,0.78,102.9,3,4,2,3.1,-17.812712361092508,12.43753247303448,9.236100170605994,0.0026419395275833913,-2.2934322405302696,91.86697969022578,91.86697969022578,-1.86697969022577,-1.86697969022577,121.6133876400242,-3.7480046984856017,1413.981805,,133.49325470504232,0.3,0.0,0.3,0.0,0.3,3.704609638124288,3.4046096381242883,0.3,0.0,0.3,2.3956265812367774,2.0956265812367776,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,12.718589927948205,0.2562,-0.0,0.2562,0.0,0.3,3.5842786127477595,3.3280786127477593,0.2562,0.0,0.3,2.0256538682684235,1.7694538682684235,0.2562,0.0,0.3,4.451219842034071,2.3956265812367774,2.0956265812367776,0.3,0.0,0.3,0.0,2.0,0.081607717790502,0.015711478465397166,0.08500359473797843,0.0,0.0,0.0,0.0,0.9561525701441561,51.666666666666686,0.03331151295840272,0.004771335663377193,0.002810001432625661,15.5555555555556,18.33333333333337
2025-01-01 07:45:00,-1.1,0.78,102.9,3,4,2,3.1,-17.812712361092508,12.43753247303448,9.236100170605994,0.0026419395275833913,-2.2934322405302696,91.71816363240093,91.71816363240093,-1.7181636324009282,-1.7181636324009282,121.78903655619104,-3.748330939131847,1413.981805,,133.46628608786412,0.3,0.0,0.3,0.0,0.3,3.6984454273598275,3.3984454273598277,0.3,0.0,0.3,2.406225267909276,2.1062252679092763,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,12.722182156114481,0.2562,-0.0,0.2562,0.0,0.3,3.5777623761785717,3.3215623761785715,0.2562,0.0,0.3,2.039821020716148,1.7836210207161478,0.2562,0.0,0.3,4.470912846271724,2.406225267909276,2.1062252679092763,0.3,0.0,0.3,0.0,1.666,0.07761937068043986,0.013514922252759114,0.07245272840082725,0.0,0.0,0.0,0.0,1.5165865345773906,51.666666666666686,0.03331151295840272,0.004771335663377193,0.002810001432625661,15.5555555555556,18.33333333333337
2025-01-01 07:46:00,-1.1,0.78,102.9,3,4,2,3.1,-17.812712361092508,12.43753247303448,9.236100170605994,0.0026419395275833913,-2.2934322405302696,91.56963006304728,91.56963006304728,-1.5696300630472853,-1.5696300630472853,121.96491113054583,-3.7486571770132286,1413.981805,,133.43735426923473,0.3,0.0,0.3,0.0,0.3,3.692216549711337,3.3922165497113372,0.3,0.0,0.3,2.4168046486954218,2.116804648695422,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,12.725552896249168,0.2562,-0.0,0.2562,0.0,0.3,3.5711796860481515,3.3149796860481513,0.2562,0.0,0.3,2.053955683552175,1.7977556835521753,0.2562,0.0,0.3,4.490569978998734,2.4168046486954218,2.116804648695422,0.3,0.0,0.3,0.0,1.666,0.07761937068043986,0.013514922252759114,0.07245272840082725,0.0,0.0,0.0,0.0,1.5165865345773906,51.666666666666686,0.03331151295840272,0.004771335663377193,0.002810001432625661,15.5555555555556,18.33333333333337
2025-01-01 07:47:00,-1.1,0.78,102.9,3,4,2,3.1,-17.812712361092508,12.43753247303448,9.236100170605994,0.0026419395275833913,-2.2934322405302696,91.42138074637124,91.42138074637124,-1.421380746371235,-1.421380746371235,122.14101324384251,-3.7489834120715386,1413.981805,,133.40645979651302,0.3,0.0,0.3,0.0,0.3,3.6859231236129153,3.3859231236129155,0.3,0.0,0.3,2.4273645222289115,2.1273645222289117,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,12.728700279890038,0.2562,-0.0,0.2562,0.0,0.3,3.5645304215211064,3.3083304215211062,0.2562,0.0,0.3,2.0680567928018574,1.8118567928018574,0.2562,0.0,0.3,4.510190866064269,2.4273645222289115,2.1273645222289117,0.3,0.0,0.3,0.0,1.666,0.07761937068043986,0.013514922252759114,0.07245272840082725,0.0,0.0,0.0,0.0,1.5165865345773906,51.666666666666686,0.03331151295840272,0.004771335663377193,0.002810001432625661,15.5555555555556,18.33333333333337
2025-01-01 07:48:00,-1.1,0.78,102.9,3,4,2,3.1,-17.812712361092508,12.43753247303448,9.236100170605994,0.0026419395275833913,-2.2934322405302696,91.27341745238006,91.27341745238006,-1.273417452380058,-1.273417452380058,122.31734476795191,-3.7493096444377443,1413.981805,,133.37360325440824,0.3,0.0,0.3,0.0,0.3,3.6795652687281044,3.3795652687281046,0.3,0.0,0.3,2.437904687512506,2.1379046875125063,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,12.73162243016452,0.2562,-0.0,0.2562,0.0,0.3,3.5578144483264955,3.3016144483264958,0.2562,0.0,0.3,2.0821233028570627,1.8259233028570627,0.2562,0.0,0.3,4.529775134003237,2.437904687512506,2.1379046875125063,0.3,0.0,0.3,0.0,1.666,0.07761937068043986,0.013514922252759114,0.07245272840082725,0.0,0.0,0.0,0.0,1.5165865345773906,51.666666666666686,0.03331151295840272,0.004771335663377193,0.002810001432625661,15.5555555555556,18.33333333333337
2025-01-01 07:49:00,-1.1,0.78,102.9,3,4,2,3.1,-17.812712361092508,12.43753247303448,9.236100170605994,0.0026419395275833913,-2.2934322405302696,91.12574195712246,91.12574195712246,-1.1257419571224576,-1.1257419571224576,122.49390756555186,-3.7496358739663265,1413.981805,,133.33878526502173,0.3,0.0,0.3,0.0,0.3,3.6731431059569704,3.3731431059569705,0.3,0.0,0.3,2.4484249439067014,2.1484249439067016,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,12.734317461824345,0.2562,-0.0,0.2562,0.0,0.3,3.551031618705145,3.2948316187051447,0.2562,0.0,0.3,2.0961541865945543,1.8399541865945543,0.2562,0.0,0.3,4.5493224100152405,2.4484249439067014,2.1484249439067016,0.3,0.0,0.3,0.0,1.666,0.07761937068043986,0.013514922252759114,0.07245272840082725,0.0,0.0,0.0,0.0,1.5165865345773906,51.666666666666686,0.03331151295840272,0.004771335663377193,0.002810001432625661,15.5555555555556,18.33333333333337
2025-01-01 07:50:00,-1.1,0.78,102.9,3,4,2,3.1,-17.812712361092508,12.43753247303448,9.236100170605994,0.0026419395275833913,-2.2934322405302696,90.9783560416529,90.9783560416529,-0.9783560416528965,-0.9783560416528965,122.67070349132081,-3.749962100693665,1413.981805,,133.30200648758418,0.3,0.0,0.3,0.0,0.3,3.666656757388185,3.3666567573881854,0.3,0.0,0.3,2.4589250912079814,2.1589250912079816,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,12.736783481325013,0.2562,-0.0,0.2562,0.0,0.3,3.544181771312565,3.2879817713125647,0.2562,0.0,0.3,2.11014843560486,1.85394843560486,0.2562,0.0,0.3,4.568832322109975,2.4589250912079814,2.1589250912079816,0.3,0.0,0.3,0.0,1.666,0.07761937068043986,0.013514922252759114,0.07245272840082725,0.0,0.0,0.0,0.0,1.5165865345773906,51.666666666666686,0.03331151295840272,0.004771335663377193,0.002810001432625661,15.5555555555556,18.33333333333337
2025-01-01 07:51:00,-1.1,0.78,102.9,3,4,2,3.1,-17.812712361092508,12.43753247303448,9.236100170605994,0.0026419395275833913,-2.2934322405302696,90.21573691578274,90.83126139515214,-0.21573691578274568,-0.8312613951521419,122.84773450870438,-3.7502883248889702,1413.981805,,133.2632675921973,0.3,0.0,0.3,0.0,0.3,3.6601063419542506,3.3601063419542507,0.3,0.0,0.3,2.469404936556166,2.169404936556166,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,12.73901858830149,0.2562,-0.0,0.2562,0.0,0.3,3.5372647265986643,3.281064726598664,0.2562,0.0,0.3,2.124105069502859,1.8679050695028592,0.2562,0.0,0.3,4.588304511941498,2.469404936556166,2.169404936556166,0.3,0.0,0.3,0.0,1.666,0.07761937068043986,0.013514922252759114,0.07245272840082725,0.0,0.0,0.0,0.0,1.5165865345773906,51.666666666666686,0.03331151295840272,0.004771335663377193,0.002810001432625661,15.5555555555556,18.33333333333337
2025-01-01 07:52:00,-1.1,0.78,102.9,3,4,2,3.1,-17.812712361092508,12.43753247303448,9.236100170605994,0.0026419395275833913,-2.2934322405302696,90.0940309560979,90.68446000817366,-0.09403095609789003,-0.68446000817366,123.02500221619954,-3.750614546057477,1413.981805,,133.22256936478044,0.3,0.0,0.3,0.0,0.3,3.6534919929931613,3.3534919929931615,0.3,0.0,0.3,2.4798642664224047,2.179864266422405,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,12.74102086985707,0.2562,-0.0,0.2562,0.0,0.3,3.530280305333669,3.274080305333669,0.2562,0.0,0.3,2.1380230987363724,1.8818230987363724,0.2562,0.0,0.3,4.607738582760226,2.4798642664224047,2.179864266422405,0.3,0.0,0.3,0.0,1.666,0.07761937068043986,0.013514922252759114,0.07245272840082725,0.0,0.0,0.0,0.0,1.5165865345773906,51.666666666666686,0.03331151295840272,0.004771335663377193,0.002810001432625661,15.5555555555556,18.33333333333337
2025-01-01 07:53:00,-1.1,0.78,102.9,3,4,2,3.1,-17.812712361092508,12.43753247303448,9.236100170605994,0.0026419395275833913,-2.2934322405302696,89.97230300863261,90.53795358113437,0.02769699136739101,-0.5379535811343769,123.20250855919124,-3.750940764475672,1413.981805,37.50998300636185,192.52518432994515,1.314422000454295,0.0,1.314422000454295,1.014422000454295,0.3,4.788287610272332,3.346813831904207,1.4414737783681248,1.1414737783681248,0.3,3.5878731879096755,2.1903028887560407,1.3975702991536345,1.0975702991536345,0.3,157.62838340295536,1.986765571522465,0.0,1.986765571522465,1.986765571522465,0.0,17.92743347861267,1.1225163883879679,-0.0,1.1225163883879679,1.014422000454295,0.3,4.498046907512268,3.2670283007858893,1.2310186067263786,1.1414737783681248,0.3,3.08922661629124,1.895701580814036,1.1935250354772038,1.0975702991536345,0.3,6.666486525826001,3.5878731879096755,2.1903028887560407,1.3975702991536345,1.0975702991536345,0.3,1.986765571522465,1.666,0.07761937068043986,0.013514922252759114,0.07245272840082725,0.0,0.0,0.0,0.0,1.5165865345773906,51.666666666666686,0.03331151295840272,0.004771335663377193,0.002810001432625661,15.5555555555556,18.33333333333337
2025-01-01 07:54:00,-1.1,0.78,102.9,3,4,2,3.1,-17.812712361092508,12.43753247303448,9.236100170605994,0.0026419395275833913,-2.2934322405302696,89.8502335839206,90.39174391931886,0.14976641607940433,-0.3917439193188621,123.38025535490891,-3.7512669800489675,1413.981805,35.770505369455734,192.1120849826579,1.3155038830768842,0.0,1.3155038830768842,1.015503883076884,0.3,4.77021840264998,3.3400719856838323,1.4301464169661473,1.1301464169661473,0.3,3.5917606403200333,2.200720604847796,1.3910400354722372,1.0910400354722372,0.3,157.72902616438867,1.988034084014454,0.0,1.988034084014454,1.988034084014454,0.0,17.89683426357712,1.123440316147659,-0.0,1.123440316147659,1.015503883076884,0.3,4.48125353733886,3.25990849724977,1.2213450400890897,1.1301464169661473,0.3,3.0974877732083517,1.909539582915061,1.1879481902932905,1.0910400354722372,0.3,6.673709648761553,3.5917606403200333,2.200720604847796,1.3910400354722372,1.0910400354722372,0.3,1.988034084014454,1.666,0.07761937068043986,0.013514922252759114,0.07245272840082725,0.0,0.0,0.0,0.0,1.5165865345773906,51.666666666666686,0.03331151295840272,0.004771335663377193,0.002810001432625661,15.5555555555556,18.33333333333337
2025-01-01 07:55:00,-1.1,0.78,102.9,3,4,2,3.1,-17.812712361092508,12.43753247303448,9.236100170605994,0.0026419395275833913,-2.2934322405302696,89.72760681845193,90.24583283310723,0.27239318154806286,-0.2458328331072252,123.5582444122607,-3.751593192879227,1413.981805,34.12898471975168,191.7371901054504,1.3165014351744255,0.0,1.3165014351744255,1.0165014351744255,0.3,4.753316708602241,3.333266582503917,1.4200501260983236,1.1200501260983236,0.3,3.596307515100765,2.2111172164421924,1.385190298658573,1.0851902986585729,0.3,157.8191446558268,1.9891699474438789,0.0,1.9891699474438789,1.9891699474438789,0.0,17.869493439587494,1.1242922256389594,-0.0,1.1242922256389594,1.0165014351744255,0.3,4.465443473089957,3.2527206654019887,1.2127228076879684,1.1200501260983236,0.3,3.1062887064989444,1.923336191444523,1.1829525150544213,1.0851902986585729,0.3,6.682158018554139,3.596307515100765,2.2111172164421924,1.385190298658573,1.0851902986585729,0.3,1.9891699474438789,1.666,0.07761937068043986,0.013514922252759114,0.07245272840082725,0.0,0.0,0.0,0.0,1.5165865345773906,51.666666666666686,0.03331151295840272,0.004771335663377193,0.002810001432625661,15.5555555555556,18.33333333333337
2025-01-01 07:56:00,-1.1,0.78,102.9,3,4,2,3.1,-17.812712361092508,12.43753247303448,9.236100170605994,0.0026419395275833913,-2.2934322405302696,89.60428720645875,90.10022213957787,0.3957127935412519,-0.10022213957786721,123.73647752983914,-3.7519194029227947,1413.981805,32.58113068196013,191.39868384267334,1.3174183942349535,0.0,1.3174183942349535,1.0174183942349535,0.3,4.737522720578372,3.3263977517823218,1.4111249687960508,1.1111249687960507,0.3,3.601491666522012,2.2214925256285474,1.3799991408934649,1.0799991408934648,0.3,157.89920894121713,1.9901790865487023,0.0,1.9901790865487023,1.9901790865487023,0.0,17.84525228171093,1.1250753086766503,-0.0,1.1250753086766503,1.0174183942349535,0.3,4.450565285768104,3.2454645624162772,1.2051007233518274,1.1111249687960507,0.3,3.1156097782826304,1.9370905119596111,1.178519266323019,1.0799991408934648,0.3,6.691790487091223,3.601491666522012,2.2214925256285474,1.3799991408934649,1.0799991408934648,0.3,1.9901790865487023,1.666,0.07761937068043986,0.013514922252759114,0.07245272840082725,0.0,0.0,0.0,0.0,1.5165865345773906,51.666666666666686,0.03331151295840272,0.004771335663377193,0.002810001432625661,15.5555555555556,18.33333333333337
