occupants,plug_loads_other,plug_loads_tv,lighting_interior,hot_water_dishwasher,dishwasher,hot_water_clothes_washer,clothes_washer,clothes_dryer,cooking_range,hot_water_fixtures,electric_vehicle_charging,electric_vehicle_discharging,Vacancy,Power Outage,No Space Heating,No Space Cooling
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.565,0.0168,0.0544,0.0,0.0,0.0,0.0,0.0,0.0,0.027,1.0,0,0,0,0,0
1.0,0.609,0.0316,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.162,1.0,0,0,0,0,0
0.983,0.651,0.0453,0.201,0.0,0.0,0.0,0.0,0.0,0.0,0.0872,1.0,0,0,0,0,0
0.75,0.651,0.0453,0.201,0.0,0.0,0.0,0.0,0.0,0.0,0.373,1.0,0,0,0,0,0
0.75,0.653,0.0462,0.204,0.0,0.0,0.0,0.0,0.0,0.0,0.169,1.0,0,0,0,0,0
0.733,0.676,0.058,0.242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.621,0.0377,0.149,0.0,0.0,0.0,0.0,0.0,0.0667,0.0,1.0,0,0,0,0,0
0.5,0.621,0.0377,0.149,0.0,0.0,0.0,0.0,0.0,1.0,0.0872,1.0,0,0,0,0,0
0.5,0.621,0.0381,0.149,0.0,0.0,0.0,0.0,0.0,1.0,0.0872,1.0,0,0,0,0,0
0.5,0.626,0.0435,0.156,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0
0.5,0.626,0.0435,0.156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.626,0.0435,0.156,0.0,0.0,0.0,0.0,0.0,0.0,0.0872,1.0,0,0,0,0,0
0.5,0.626,0.0439,0.156,0.0,0.0,0.124,0.0667,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.626,0.0493,0.159,0.0,0.0,0.292,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.626,0.0493,0.159,0.0,0.0,0.159,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.626,0.0493,0.159,0.0,0.0,0.159,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.626,0.0496,0.159,0.0,0.0,0.331,0.8,0.2,0.0,0.0,1.0,0,0,0,0,0
0.5,0.626,0.0538,0.156,0.0,0.0,0.436,0.0,1.0,0.0,0.0872,1.0,0,0,0,0,0
0.5,0.626,0.0538,0.156,0.0,0.0,0.0979,0.0,1.0,0.0,0.436,1.0,0,0,0,0,0
0.5,0.626,0.0538,0.156,0.0,0.0,0.373,0.0,1.0,0.0,0.0872,1.0,0,0,0,0,0
0.5,0.63,0.0569,0.162,0.0,0.0,0.26,0.0,0.0667,0.0,0.114,1.0,0,0,0,0,0
0.5,0.69,0.101,0.253,0.0,0.0,0.0963,0.0,0.0,0.0,0.273,1.0,0,0,0,0,0
0.483,0.685,0.0979,0.246,0.0,0.0,0.378,0.0,0.0,0.0,0.523,0,0.0667,0,0,0,0
0.267,0.63,0.0611,0.158,0.0,0.0,0.0,0.0,0.0,0.0,0.287,0,0.133,0,0,0,0
0.5,0.69,0.101,0.253,0.0,0.0,0.0,0.0,0.0,0.0,0.189,0,0,0,0,0,0
0.5,0.69,0.106,0.246,0.0,0.0,0.0,0.0,0.0,0.0667,0.0872,0,0.2,0,0,0,0
0.5,0.69,0.106,0.246,0.0,0.0,0.0,0.0,0.0,0.933,0.0872,1.0,0,0,0,0,0
0.5,0.69,0.106,0.246,0.0,0.0,0.0,0.0,0.0,0.0,0.0872,1.0,0,0,0,0,0
0.5,0.69,0.107,0.246,0.0,0.0,0.0,0.0,0.0,0.0,0.349,1.0,0,0,0,0,0
0.5,0.69,0.119,0.244,0.0,0.0,0.0,0.0,0.0,0.0,0.262,1.0,0,0,0,0,0
0.5,0.69,0.119,0.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0872,1.0,0,0,0,0,0
0.5,0.69,0.119,0.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.69,0.119,0.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0872,1.0,0,0,0,0,0
0.5,0.69,0.125,0.249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.69,0.125,0.249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.69,0.125,0.249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.691,0.126,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.517,0.714,0.143,0.28,0.0,0.0,0.0183,0.0667,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.783,0.201,0.384,0.0,0.0,0.317,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.783,0.201,0.384,0.0,0.0,0.439,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.786,0.204,0.39,0.0,0.0,0.616,0.8,0.2,0.0,0.0872,1.0,0,0,0,0,0
0.75,0.827,0.249,0.475,0.0,0.0,0.167,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.827,0.249,0.475,0.0,0.0,0.159,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.827,0.249,0.475,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.83,0.253,0.485,0.0,0.0,0.0,0.0,0.0667,0.0,0.0,1.0,0,0,0,0,0
0.75,0.87,0.306,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.87,0.306,0.625,0.0,0.0,0.0,0.0,0.0,0.0667,0.0872,1.0,0,0,0,0,0
0.75,0.87,0.306,0.625,0.0,0.0,0.0,0.0,0.0,0.933,0.113,1.0,0,0,0,0,0
0.733,0.864,0.304,0.618,0.0,0.0,0.0,0.0,0.0,0.0,0.564,1.0,0,0,0,0,0
0.5,0.777,0.279,0.518,0.0,0.0,0.0,0.0,0.0,0.0,0.0872,1.0,0,0,0,0,0
0.5,0.777,0.279,0.518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.777,0.279,0.518,0.0,0.0,0.0,0.0,0.0,0.0,0.173,1.0,0,0,0,0,0
0.5,0.777,0.286,0.518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.517,0.774,0.399,0.529,0.0,0.0,0.0,0.0,0.0,0.0,0.0237,1.0,0,0,0,0,0
0.75,0.87,0.572,0.745,0.0,0.0,0.0,0.0,0.0,0.0,0.158,1.0,0,0,0,0,0
0.75,0.87,0.572,0.745,0.0,0.0,0.0,0.0,0.0,0.0,0.0872,1.0,0,0,0,0,0
0.75,0.868,0.581,0.736,0.0,0.0,0.0,0.0,0.0,0.0,0.452,1.0,0,0,0,0,0
0.75,0.841,0.706,0.611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.841,0.706,0.611,0.0,0.0,0.0,0.0,0.0,0.0,0.0872,1.0,0,0,0,0,0
0.75,0.841,0.706,0.611,0.0,0.0,0.0,0.0,0.0,0.0,0.0872,1.0,0,0,0,0,0
0.767,0.842,0.718,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.114,1.0,0,0,0,0,0
1.0,0.847,0.858,0.584,0.0,0.0,0.0,0.0,0.0,0.0,0.159,1.0,0,0,0,0,0
1.0,0.709,0.451,0.326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.704,0.437,0.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.638,0.236,0.194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.67,0.276,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.67,0.276,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.67,0.276,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.668,0.266,0.277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.641,0.124,0.149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.641,0.124,0.149,0.0,0.0,0.0,0.0,0.0,0.0,0.0872,1.0,0,0,0,0,0
1.0,0.641,0.124,0.149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.64,0.119,0.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.629,0.0543,0.0851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.596,0.0357,0.0678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.596,0.0357,0.0678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.596,0.0349,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.596,0.0235,0.0555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.596,0.0235,0.0555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.594,0.023,0.0551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.564,0.0164,0.051,0.0,0.0,0.0,0.0,0.0,0.0,0.0251,1.0,0,0,0,0,0
1.0,0.596,0.0235,0.0746,0.0,0.0,0.0,0.0,0.0,0.0,0.288,1.0,0,0,0,0,0
1.0,0.596,0.0235,0.0746,0.0,0.0,0.0,0.0,0.0,0.0,0.262,1.0,0,0,0,0,0
0.983,0.597,0.024,0.078,0.0,0.0,0.0,0.0,0.0,0.0,0.199,1.0,0,0,0,0,0
0.75,0.606,0.0306,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.122,1.0,0,0,0,0,0
0.75,0.606,0.0306,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.606,0.0306,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.114,1.0,0,0,0,0,0
0.733,0.607,0.0311,0.127,0.0,0.0,0.0,0.0,0.0,0.0,0.387,1.0,0,0,0,0,0
0.5,0.621,0.0377,0.149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.621,0.0377,0.149,0.0,0.0,0.0,0.0,0.0,0.0,0.113,1.0,0,0,0,0,0
0.5,0.621,0.0377,0.149,0.0,0.0,0.0,0.0,0.0,0.0,0.318,1.0,0,0,0,0,0
0.5,0.621,0.0381,0.149,0.0,0.0,0.0,0.0,0.0,0.0,0.349,1.0,0,0,0,0,0
0.5,0.626,0.0435,0.156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.517,0.63,0.0453,0.163,0.0,0.0,0.0,0.0,0.0,0.0,0.113,1.0,0,0,0,0,0
0.75,0.69,0.0711,0.262,0.0,0.0,0.0,0.0,0.0,0.0,0.189,1.0,0,0,0,0,0
0.75,0.69,0.0719,0.263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.69,0.0827,0.269,0.0,0.0,0.0,0.0,0.0,0.0,0.0271,1.0,0,0,0,0,0
0.75,0.69,0.0827,0.269,0.0,0.0,0.0,0.0,0.0,0.0,0.277,1.0,0,0,0,0,0
0.75,0.69,0.0827,0.269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.694,0.0858,0.276,0.0,0.0,0.0,0.0,0.0,0.0,0.0268,1.0,0,0,0,0,0
0.75,0.754,0.13,0.369,0.0,0.0,0.0,0.0,0.0,0.0,0.275,1.0,0,0,0,0,0
0.75,0.754,0.13,0.369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.754,0.13,0.369,0.0,0.0,0.0,0.0,0.0,0.0,0.0251,1.0,0,0,0,0,0
0.75,0.754,0.131,0.368,0.0,0.0,0.0,0.0,0.0,0.0,0.263,1.0,0,0,0,0,0
0.75,0.754,0.143,0.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0872,1.0,0,0,0,0,0
0.75,0.754,0.143,0.355,0.0,0.0,0.0,0.0,0.0,0.0,0.228,1.0,0,0,0,0,0
0.75,0.754,0.143,0.355,0.0,0.0,0.0,0.0,0.0,0.0,0.451,1.0,0,0,0,0,0
0.75,0.754,0.144,0.354,0.0,0.0,0.0,0.0,0.0,0.0,0.0872,1.0,0,0,0,0,0
0.75,0.754,0.151,0.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0264,1.0,0,0,0,0,0
0.75,0.754,0.151,0.345,0.0,0.0,0.0,0.0,0.0,0.0,0.246,1.0,0,0,0,0,0
0.75,0.754,0.151,0.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.754,0.152,0.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0276,1.0,0,0,0,0,0
0.75,0.754,0.17,0.342,0.0,0.0,0.0,0.0,0.0,0.0,0.248,1.0,0,0,0,0,0
0.733,0.749,0.167,0.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0872,1.0,0,0,0,0,0
0.5,0.69,0.119,0.244,0.0,0.0,0.0,0.0,0.0,0.0,0.523,1.0,0,0,0,0,0
0.5,0.69,0.119,0.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0872,1.0,0,0,0,0,0
0.5,0.69,0.125,0.249,0.0,0.0,0.0,0.0,0.0,0.0667,0.0872,1.0,0,0,0,0,0
0.5,0.69,0.125,0.249,0.0,0.0,0.0,0.0,0.0,0.933,0.0872,1.0,0,0,0,0,0
0.5,0.69,0.125,0.249,0.0,0.0,0.0,0.0,0.0,0.0,0.0872,1.0,0,0,0,0,0
0.5,0.691,0.126,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.709,0.139,0.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.709,0.139,0.272,0.0,0.0,0.0,0.0,0.0,0.0,0.0872,1.0,0,0,0,0,0
0.517,0.714,0.143,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.174,1.0,0,0,0,0,0
0.75,0.786,0.204,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0872,1.0,0,0,0,0,0
0.767,0.833,0.255,0.484,0.0,0.0,0.0,0.0,0.0,0.0,0.0872,1.0,0,0,0,0,0
1.0,0.915,0.327,0.616,0.0,0.0,0.0,0.0,0.0,0.0667,0.349,1.0,0,0,0,0,0
1.0,0.915,0.327,0.616,0.0,0.0,0.0,0.0,0.0,1.0,0.262,1.0,0,0,0,0,0
1.0,0.919,0.332,0.63,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0
1.0,0.973,0.402,0.817,0.0,0.0,0.0,0.0,0.0,1.0,0.0872,1.0,0,0,0,0,0
1.0,0.973,0.402,0.817,0.0,0.0,0.0,0.0,0.0,1.0,0.349,1.0,0,0,0,0,0
1.0,0.973,0.402,0.817,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0
1.0,0.975,0.411,0.828,0.0,0.0,0.0,0.0,0.0,1.0,0.0872,1.0,0,0,0,0,0
1.0,0.993,0.541,0.986,0.0,0.0,0.0,0.0,0.0,1.0,0.0872,1.0,0,0,0,0,0
1.0,0.993,0.541,0.986,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0
1.0,0.993,0.541,0.986,0.0,0.0,0.0,0.0,0.0,1.0,0.0872,1.0,0,0,0,0,0
1.0,0.992,0.556,0.986,0.0,0.0,0.0,0.0,0.0,1.0,0.349,1.0,0,0,0,0,0
1.0,0.973,0.758,0.977,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0
1.0,0.973,0.758,0.977,0.0,0.0,0.0,0.0,0.0,1.0,0.0872,1.0,0,0,0,0,0
1.0,0.973,0.758,0.977,0.0,0.0,0.0,0.0,0.0,1.0,0.349,1.0,0,0,0,0,0
1.0,0.971,0.77,0.965,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0
1.0,0.934,0.936,0.798,0.0,0.0,0.0,0.0,0.0,1.0,0.0236,1.0,0,0,0,0,0
0.983,0.928,0.92,0.786,0.0,0.0,0.0,0.0,0.0,0.467,0.0945,1.0,0,0,0,0,0
0.75,0.835,0.69,0.599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.745,0.474,0.417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.709,0.451,0.326,0.0,0.0,0.0,0.0,0.0,0.0,0.0872,1.0,0,0,0,0,0
0.75,0.709,0.451,0.326,0.0,0.0,0.0,0.0,0.0,0.0,0.0872,1.0,0,0,0,0,0
0.75,0.709,0.451,0.326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.706,0.44,0.323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.67,0.276,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.67,0.276,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.67,0.276,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.668,0.266,0.277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.641,0.124,0.149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.638,0.12,0.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.601,0.0699,0.0991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.599,0.0663,0.0958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.75,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.767,0.564,0.0161,0.0494,0.0,0.0,0.0,0.0,0.0,0.0,0.0252,1.0,0,0,0,0,0
1.0,0.596,0.019,0.0507,0.0,0.0,0.0,0.0,0.0,0.0,0.227,1.0,0,0,0,0,0
1.0,0.596,0.019,0.0507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.596,0.019,0.0507,0.0,0.0,0.0,0.0,0.0,0.0,0.236,1.0,0,0,0,0,0
1.0,0.596,0.0193,0.0523,0.0,0.0,0.0,0.0,0.0,0.0,0.137,1.0,0,0,0,0,0
1.0,0.596,0.0235,0.0746,0.0,0.0,0.0,0.0,0.0,0.0,0.0872,1.0,0,0,0,0,0
1.0,0.596,0.0235,0.0746,0.0,0.0,0.0,0.0,0.0,0.0,0.112,1.0,0,0,0,0,0
1.0,0.596,0.0235,0.0746,0.0,0.0,0.0,0.0,0.0,0.0,0.234,1.0,0,0,0,0,0
1.0,0.6,0.025,0.0831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.651,0.0453,0.201,0.0,0.0,0.0,0.0,0.0,0.0,0.0494,1.0,0,0,0,0,0
1.0,0.651,0.0453,0.201,0.0,0.0,0.0,0.0,0.0,0.0,0.194,1.0,0,0,0,0,0
0.983,0.648,0.0443,0.196,0.0,0.0,0.0,0.0,0.0,0.0667,0.0,1.0,0,0,0,0,0
0.75,0.607,0.0311,0.127,0.0,0.0,0.0,0.0,0.0,0.933,0.326,1.0,0,0,0,0,0
0.75,0.621,0.0377,0.149,0.0,0.0,0.0,0.0,0.0,0.0,0.262,1.0,0,0,0,0,0
0.733,0.617,0.0362,0.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.566,0.0173,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0253,1.0,0,0,0,0,0
0.5,0.621,0.0381,0.149,0.0,0.0,0.0,0.0,0.0,0.0,0.253,1.0,0,0,0,0,0
0.5,0.626,0.0435,0.156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.626,0.0435,0.156,0.0,0.0,0.0,0.0,0.0,0.0,0.0229,1.0,0,0,0,0,0
0.5,0.626,0.0435,0.156,0.0,0.0,0.0,0.0,0.0,0.0,0.179,1.0,0,0,0,0,0
0.5,0.626,0.0439,0.156,0.0,0.0,0.0,0.0,0.0,0.0,0.349,1.0,0,0,0,0,0
0.5,0.626,0.0493,0.159,0.0,0.0,0.0,0.0,0.0,0.0,0.0872,1.0,0,0,0,0,0
0.5,0.626,0.0493,0.159,0.0,0.0,0.0,0.0,0.0,0.0,0.0872,1.0,0,0,0,0,0
0.5,0.626,0.0493,0.159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
