occupants,plug_loads_other,plug_loads_tv,lighting_interior,hot_water_dishwasher,dishwasher,hot_water_clothes_washer,clothes_washer,clothes_dryer,cooking_range,hot_water_fixtures,electric_vehicle_charging,electric_vehicle_discharging,Vacancy,Power Outage,No Space Heating,No Space Cooling
1.0,0.818,0.149,0.489,0.578,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.818,0.162,0.48,0.544,1.0,0.0,0.0,0.0,0.0,0.332,1.0,0,0,0,0,0
1.0,0.818,0.168,0.475,0.241,1.0,0.0,0.0,0.0,0.0,0.3,1.0,0,0,0,0,0
1.0,0.818,0.168,0.475,0.287,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.667,0.732,0.117,0.333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.69,0.0977,0.256,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.69,0.101,0.253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.69,0.101,0.253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.69,0.101,0.253,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0,0,0,0,0
0.5,0.69,0.104,0.249,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0,0,0,0,0
0.167,0.604,0.0459,0.115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.467,0,0,0,0
0.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.133,0,0,0,0
0.333,0.647,0.0759,0.181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.333,0,0,0,0
0.5,0.69,0.114,0.245,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0,0,0,0,0
0.5,0.69,0.119,0.244,0.0,0.0,0.556,0.667,0.0,0.0,0.1,1.0,0,0,0,0,0
0.5,0.69,0.119,0.244,0.0,0.0,0.306,0.267,0.733,0.0,0.0,1.0,0,0,0,0,0
0.5,0.69,0.119,0.244,0.0,0.0,0.194,0.0,1.0,0.0,0.1,1.0,0,0,0,0,0
0.5,0.69,0.123,0.247,0.0,0.0,0.285,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.69,0.125,0.249,0.0,0.0,0.243,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.69,0.125,0.249,0.0,0.0,0.324,0.0,1.0,0.0,0.4,1.0,0,0,0,0,0
0.5,0.69,0.125,0.249,0.0,0.0,0.335,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.703,0.135,0.264,0.0,0.0,0.0599,0.0,0.8,0.0,0.0,1.0,0,0,0,0,0
0.5,0.709,0.139,0.272,0.0,0.0,0.303,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.709,0.139,0.272,0.0,0.0,0.194,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.709,0.139,0.272,0.0,0.0,0.408,0.0,0.0,0.0,0.1,1.0,0,0,0,0,0
0.5,0.729,0.161,0.313,0.0,0.0,0.222,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.738,0.172,0.333,0.0,0.0,0.225,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.738,0.172,0.333,0.0,0.0,0.292,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.738,0.172,0.333,0.0,0.0,0.204,0.0,0.0,0.0,0.1,1.0,0,0,0,0,0
0.5,0.758,0.197,0.4,0.0,0.0,0.335,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.767,0.209,0.433,0.0,0.0,0.285,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.767,0.209,0.433,0.0,0.0,0.141,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.767,0.209,0.433,0.0,0.0,0.0,0.0,0.0,0.667,0.1,1.0,0,0,0,0,0
0.5,0.774,0.255,0.49,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0
0.5,0.777,0.279,0.518,0.371,0.667,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0
0.5,0.777,0.279,0.518,0.612,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0
0.5,0.777,0.279,0.518,0.654,1.0,0.0,0.0,0.0,1.0,0.4,1.0,0,0,0,0,0
0.5,0.771,0.351,0.515,0.0,1.0,0.0,0.0,0.0,1.0,0.1,1.0,0,0,0,0,0
0.5,0.767,0.387,0.513,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0
0.5,0.767,0.387,0.513,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0
0.5,0.767,0.387,0.513,0.0,0.8,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,0
0.5,0.754,0.446,0.454,0.0,0.0,0.0,0.0,0.0,0.667,0.0,1.0,0,0,0,0,0
0.5,0.748,0.476,0.424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.748,0.476,0.424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.748,0.476,0.424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.722,0.459,0.358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.709,0.451,0.326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.709,0.451,0.326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.709,0.451,0.326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.683,0.334,0.299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.67,0.276,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.67,0.276,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.67,0.276,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0,0,0,0,0
0.5,0.651,0.175,0.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.641,0.124,0.149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.641,0.124,0.149,0.0,0.0,0.0,0.0,0.0,0.0,0.23,1.0,0,0,0,0,0
0.833,0.694,0.196,0.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.707,0.141,0.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.701,0.0954,0.123,0.0,0.0,0.0,0.0,0.0,0.0,0.379,1.0,0,0,0,0,0
1.0,0.701,0.0954,0.123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.701,0.0954,0.123,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0,0,0,0,0
1.0,0.608,0.0424,0.074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.68,0.0551,0.252,0.0,0.0,0.0,0.0,0.0,0.0,0.497,1.0,0,0,0,0,0
1.0,0.74,0.0747,0.353,0.0,0.0,0.0,0.0,0.0,0.0,0.368,1.0,0,0,0,0,0
1.0,0.74,0.0747,0.353,0.0,0.0,0.0,0.0,0.0,0.0,0.0735,1.0,0,0,0,0,0
1.0,0.74,0.0747,0.353,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0,0,0,0,0
1.0,0.779,0.0936,0.416,0.0,0.0,0.0,0.0,0.0,0.0,0.335,1.0,0,0,0,0,0
1.0,0.798,0.103,0.447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.667,0.719,0.074,0.315,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0,0,0,0,0
0.5,0.68,0.0595,0.248,0.0,0.0,0.0,0.0,0.0,0.0,0.18,1.0,0,0,0,0,0
0.5,0.686,0.0672,0.258,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0,0,0,0,0
0.5,0.69,0.0711,0.262,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0,0,0,0,0
0.5,0.69,0.0711,0.262,0.0,0.0,0.0,0.0,0.0,0.0,0.482,1.0,0,0,0,0,0
0.5,0.69,0.0711,0.262,0.0,0.0,0.0,0.0,0.0,0.0,0.0763,1.0,0,0,0,0,0
0.5,0.69,0.0788,0.267,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0,0,0,0,0
0.5,0.69,0.0827,0.269,0.0,0.0,0.0,0.0,0.0,0.0,0.362,1.0,0,0,0,0,0
0.5,0.69,0.0827,0.269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.69,0.0827,0.269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.69,0.0887,0.265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.69,0.0917,0.262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.69,0.0917,0.262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.69,0.0917,0.262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.69,0.0977,0.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.69,0.101,0.253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.604,0.0442,0.117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.647,0.0759,0.181,0.0,0.0,0.0,0.0,0.0,0.0,0.377,1.0,0,0,0,0,0
0.167,0.604,0.0459,0.115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.667,0,0,0,0
0.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
0.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
0.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
0.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.467,0,0,0,0
0.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
0.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.8,0,0,0,0
0.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
0.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
0.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0,0,0,0
0.333,0.699,0.145,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0,0.333,0,0,0,0
0.5,0.767,0.209,0.433,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0,0,0,0,0
0.5,0.767,0.209,0.433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.767,0.209,0.433,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0,0,0,0,0
0.5,0.774,0.255,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0,0,0,0,0
0.5,0.777,0.279,0.518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.777,0.279,0.518,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0,0,0,0,0
0.5,0.777,0.279,0.518,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0,0,0,0,0
0.5,0.771,0.351,0.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.767,0.387,0.513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.167,0.63,0.14,0.204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.267,0,0,0,0
0.333,0.699,0.263,0.359,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,0.2,0,0,0,0
0.5,0.754,0.446,0.454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.748,0.476,0.424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.748,0.476,0.424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.748,0.476,0.424,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,0,0,0,0,0
0.5,0.722,0.459,0.358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.833,0.807,0.741,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.857,0.887,0.602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.857,0.887,0.602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.805,0.653,0.549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.779,0.536,0.523,0.0,0.0,0.0,0.0,0.0,0.0,0.213,1.0,0,0,0,0,0
1.0,0.706,0.363,0.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.67,0.276,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.598,0.103,0.128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.68,0.0551,0.252,0.0,0.0,0.0,0.0,0.0,0.0,0.369,1.0,0,0,0,0,0
0.667,0.68,0.0551,0.252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.5,0.651,0.0453,0.201,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0,0,0,0,0
0.5,0.651,0.0453,0.201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.833,0.749,0.0838,0.365,0.0,0.0,0.0,0.0,0.0,0.0,0.233,1.0,0,0,0,0,0
1.0,0.798,0.103,0.447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.798,0.103,0.447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.798,0.103,0.447,0.0,0.0,0.0,0.0,0.0,0.0,0.188,1.0,0,0,0,0,0
1.0,0.811,0.119,0.466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.818,0.126,0.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
1.0,0.818,0.126,0.475,0.0,0.0,0.0,0.0,0.0,0.0,0.457,1.0,0,0,0,0,0
1.0,0.818,0.126,0.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0
0.667,0.732,0.0972,0.338,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0,0,0,0,0
0.5,0.69,0.0827,0.269,0.0,0.0,0.0,0.0,0.0,0.0,0.384,1.0,0,0,0,0,0
0.5,0.69,0.0827,0.269,0.0,0.0,0.0,0.0,0.0,0.0,0.0384,1.0,0,0,0,0,0
0.5,0.69,0.0827,0.269,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0,0,0,0,0
0.5,0.69,0.0887,0.265,0.0,0.0,0.0,0.0,0.0,0.0,0.165,1.0,0,0,0,0,0
