Time,Ambient Dry Bulb (C),Ambient Relative Humidity (-),Ambient Pressure (kPa),GHI (W/m^2),DNI (W/m^2),DHI (W/m^2),Wind Speed (m/s),Sky Temperature (C),Mains Temperature (C),Ground Temperature (C),Ambient Humidity Ratio (-),Ambient Wet Bulb (-),apparent_zenith,zenith,apparent_elevation,elevation,azimuth,equation_of_time,dni_extraterrestrial,airmass,Exterior Wall Irradiance (W),"Exterior Wall Irradiance - 135 deg, poa_global (W/m^2)","Exterior Wall Irradiance - 135 deg, poa_direct (W/m^2)","Exterior Wall Irradiance - 135 deg, poa_diffuse (W/m^2)","Exterior Wall Irradiance - 135 deg, poa_sky_diffuse (W/m^2)","Exterior Wall Irradiance - 135 deg, poa_ground_diffuse (W/m^2)",Roof Irradiance (W),"Roof Irradiance - North, poa_global (W/m^2)","Roof Irradiance - North, poa_direct (W/m^2)","Roof Irradiance - North, poa_diffuse (W/m^2)","Roof Irradiance - North, poa_sky_diffuse (W/m^2)","Roof Irradiance - North, poa_ground_diffuse (W/m^2)",Window Irradiance (W),"Window Irradiance - 135 deg, poa_global (W/m^2)","Window Irradiance - 135 deg, poa_direct (W/m^2)","Window Irradiance - 135 deg, poa_diffuse (W/m^2)","Window Irradiance - 135 deg, poa_sky_diffuse (W/m^2)","Window Irradiance - 135 deg, poa_ground_diffuse (W/m^2)",Horizontal Irradiance (W/m^2),Occupancy (Persons),MELs (kW),TV (kW),Indoor Lighting (kW),Dishwasher (L/min),Dishwasher (kW),Clothes Washer (L/min),Clothes Washer (kW),Cooking Range (kW),Cooking Range (therms/hour),Water Heating (L/min),Water Heating Setpoint (C),Refrigerator (kW),Exterior Lighting (kW),HVAC Heating Setpoint (C)
2025-01-01 01:35:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,152.03957638549232,152.03957638549232,-62.039576385492325,-62.039576385492325,42.74880878042853,-3.627433586749248,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1387170691227806,0.008443360658424675,0.031062390347002887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.034188131720465954,0.01722335800438596,22.222222222222285
2025-01-01 01:36:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,151.9203696334738,151.9203696334738,-61.92036963347381,-61.92036963347381,43.16776567985994,-3.6277608407108346,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1387170691227806,0.008443360658424675,0.031062390347002887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.034188131720465954,0.01722335800438596,22.222222222222285
2025-01-01 01:37:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,151.80023365859276,151.80023365859276,-61.80023365859277,-61.80023365859277,43.58388611044961,-3.6280880919948686,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1387170691227806,0.008443360658424675,0.031062390347002887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.034188131720465954,0.01722335800438596,22.222222222222285
2025-01-01 01:38:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,151.67918106889482,151.67918106889482,-61.679181068894806,-61.679181068894806,43.99718526610536,-3.6284153405358666,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1387170691227806,0.008443360658424675,0.031062390347002887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.034188131720465954,0.01722335800438596,22.222222222222285
2025-01-01 01:39:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,151.55722435807388,151.55722435807388,-61.557224358073896,-61.557224358073896,44.40767884608255,-3.628742586399312,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1387170691227806,0.008443360658424675,0.031062390347002887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.034188131720465954,0.01722335800438596,22.222222222222285
2025-01-01 01:40:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,151.43437582036952,151.43437582036952,-61.43437582036952,-61.43437582036952,44.81538330408938,-3.6290698297598283,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1387170691227806,0.008443360658424675,0.031062390347002887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.034188131720465954,0.01722335800438596,22.222222222222285
2025-01-01 01:41:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,151.31064787955023,151.31064787955023,-61.31064787955022,-61.31064787955022,45.220314729844404,-3.6293970701808576,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1387170691227806,0.008443360658424675,0.031062390347002887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.034188131720465954,0.01722335800438596,22.222222222222285
2025-01-01 01:42:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,151.18605259361544,151.18605259361544,-61.18605259361544,-61.18605259361544,45.62249046350962,-3.6297243078879546,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1387170691227806,0.008443360658424675,0.031062390347002887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.034188131720465954,0.01722335800438596,22.222222222222285
2025-01-01 01:43:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,151.0606019817238,151.0606019817238,-61.06060198172381,-61.06060198172381,46.0219279785689,-3.630051542939327,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1387170691227806,0.008443360658424675,0.031062390347002887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.034188131720465954,0.01722335800438596,22.222222222222285
2025-01-01 01:44:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,150.9343079425039,150.9343079425039,-60.93430794250391,-60.93430794250391,46.418645127884815,-3.63037877518218,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1387170691227806,0.008443360658424675,0.031062390347002887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.034188131720465954,0.01722335800438596,22.222222222222285
2025-01-01 01:45:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,150.80718225235674,150.80718225235674,-60.80718225235673,-60.80718225235673,46.81266012318747,-3.6307060047911364,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1387170691227806,0.008443360658424675,0.031062390347002887,0.0,0.0,0.0,0.0,0.0,0.0,0.1098209706339209,51.666666666666686,0.034188131720465954,0.01722335800438596,22.222222222222285
2025-01-01 01:46:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,150.67923656491908,150.67923656491908,-60.67923656491908,-60.67923656491908,47.20399151192339,-3.6310332316643326,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1387170691227806,0.008443360658424675,0.031062390347002887,0.0,0.0,0.0,0.0,0.0,0.0,0.1098209706339209,51.666666666666686,0.034188131720465954,0.01722335800438596,22.222222222222285
2025-01-01 01:47:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,150.5504824107482,150.5504824107482,-60.55048241074822,-60.55048241074822,47.59265815442552,-3.6313604558454244,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1387170691227806,0.008443360658424675,0.031062390347002887,0.0,0.0,0.0,0.0,0.0,0.0,0.1098209706339209,51.666666666666686,0.034188131720465954,0.01722335800438596,22.222222222222285
2025-01-01 01:48:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,150.42093119586474,150.42093119586474,-60.420931195864725,-60.420931195864725,47.978679205550804,-3.6316876772834803,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1387170691227806,0.008443360658424675,0.031062390347002887,0.0,0.0,0.0,0.0,0.0,0.0,0.1098209706339209,51.666666666666686,0.034188131720465954,0.01722335800438596,22.222222222222285
2025-01-01 01:49:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,150.29059420283056,150.29059420283056,-60.29059420283055,-60.29059420283055,48.36207408962446,-3.6320148960439838,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1387170691227806,0.008443360658424675,0.031062390347002887,0.0,0.0,0.0,0.0,0.0,0.0,0.1098209706339209,51.666666666666686,0.034188131720465954,0.01722335800438596,22.222222222222285
2025-01-01 01:50:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,150.1594825895122,150.1594825895122,-60.159482589512194,-60.159482589512194,48.74286248335318,-3.632342112083279,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1387170691227806,0.008443360658424675,0.031062390347002887,0.0,0.0,0.0,0.0,0.0,0.0,0.1098209706339209,51.666666666666686,0.034188131720465954,0.01722335800438596,22.222222222222285
2025-01-01 01:51:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,150.0276073004615,150.0276073004615,-60.02760730046151,-60.02760730046151,49.12106454846605,-3.632669325597817,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1387170691227806,0.008443360658424675,0.031062390347002887,0.0,0.0,0.0,0.0,0.0,0.0,0.1098209706339209,51.666666666666686,0.034188131720465954,0.01722335800438596,22.222222222222285
2025-01-01 01:52:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,149.89497942134165,149.89497942134165,-59.89497942134166,-59.89497942134166,49.496699899503426,-3.632996536201972,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1387170691227806,0.008443360658424675,0.031062390347002887,0.0,0.0,0.0,0.0,0.0,0.0,0.1098209706339209,51.666666666666686,0.034188131720465954,0.01722335800438596,22.222222222222285
2025-01-01 01:53:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,149.76160964733367,149.76160964733367,-59.76160964733368,-59.76160964733368,49.8697891101782,-3.633323744092195,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1387170691227806,0.008443360658424675,0.031062390347002887,0.0,0.0,0.0,0.0,0.0,0.0,0.1098209706339209,51.666666666666686,0.034188131720465954,0.01722335800438596,22.222222222222285
2025-01-01 01:54:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,149.627508637945,149.627508637945,-59.627508637945,-59.627508637945,50.24035267548186,-3.6336509492830373,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1387170691227806,0.008443360658424675,0.031062390347002887,0.0,0.0,0.0,0.0,0.0,0.0,0.1098209706339209,51.666666666666686,0.034188131720465954,0.01722335800438596,22.222222222222285
2025-01-01 01:55:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,149.49268692801712,149.49268692801712,-59.492686928017115,-59.492686928017115,50.608411252082306,-3.6339781517381198,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1387170691227806,0.008443360658424675,0.031062390347002887,0.0,0.0,0.0,0.0,0.0,0.0,0.1098209706339209,51.666666666666686,0.034188131720465954,0.01722335800438596,22.222222222222285
2025-01-01 01:56:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,149.3571549282429,149.3571549282429,-59.35715492824288,-59.35715492824288,50.97398564126263,-3.634305351493822,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1387170691227806,0.008443360658424675,0.031062390347002887,0.0,0.0,0.0,0.0,0.0,0.0,0.1098209706339209,51.666666666666686,0.034188131720465954,0.01722335800438596,22.222222222222285
2025-01-01 01:57:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,149.22092292573004,149.22092292573004,-59.22092292573003,-59.22092292573003,51.3370967725906,-3.634632548535592,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1387170691227806,0.008443360658424675,0.031062390347002887,0.0,0.0,0.0,0.0,0.0,0.0,0.1098209706339209,51.666666666666686,0.034188131720465954,0.01722335800438596,22.222222222222285
2025-01-01 01:58:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,149.08400108339188,149.08400108339188,-59.084001083391875,-59.084001083391875,51.69776569144847,-3.634959742848878,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1387170691227806,0.008443360658424675,0.031062390347002887,0.0,0.0,0.0,0.0,0.0,0.0,0.1098209706339209,51.666666666666686,0.034188131720465954,0.01722335800438596,22.222222222222285
2025-01-01 01:59:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,148.94639944193037,148.94639944193037,-58.946399441930375,-58.946399441930375,52.05601354040698,-3.6352869344555074,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1387170691227806,0.008443360658424675,0.031062390347002887,0.0,0.0,0.0,0.0,0.0,0.0,0.1098209706339209,51.666666666666686,0.034188131720465954,0.01722335800438596,22.222222222222285
2025-01-01 02:00:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,148.80812791935386,148.80812791935386,-58.80812791935388,-58.80812791935388,52.41186154789807,-3.6356141233700328,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1387170691227806,0.008443360658424675,0.031062390347002887,0.0,0.0,0.0,0.0,0.0,0.0,0.43983574670972336,51.666666666666686,0.03331151295840273,0.01722335800438596,18.888888888888914
2025-01-01 02:01:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,148.6691963117932,148.6691963117932,-58.669196311793186,-58.669196311793186,52.765331014126275,-3.635941309577902,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1387170691227806,0.008443360658424675,0.031062390347002887,0.0,0.0,0.0,0.0,0.0,0.0,0.43983574670972336,51.666666666666686,0.03331151295840273,0.01722335800438596,18.888888888888914
2025-01-01 02:02:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,148.52961420059341,148.52961420059341,-58.52961420059341,-58.52961420059341,53.11644353210704,-3.6362684932391858,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1387170691227806,0.008443360658424675,0.031062390347002887,0.0,0.0,0.0,0.0,0.0,0.0,0.43983574670972336,51.666666666666686,0.03331151295840273,0.01722335800438596,18.888888888888914
2025-01-01 02:03:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,148.38939132681793,148.38939132681793,-58.389391326817915,-58.389391326817915,53.46522003760606,-3.6365956740119145,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1387170691227806,0.008443360658424675,0.031062390347002887,0.0,0.0,0.0,0.0,0.0,0.0,0.43983574670972336,51.666666666666686,0.03331151295840273,0.01722335800438596,18.888888888888914
2025-01-01 02:04:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,148.24853703189484,148.24853703189484,-58.24853703189485,-58.24853703189485,53.8116822060847,-3.636922852048883,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1387170691227806,0.008443360658424675,0.031062390347002887,0.0,0.0,0.0,0.0,0.0,0.0,0.43983574670972336,51.666666666666686,0.03331151295840273,0.01722335800438596,18.888888888888914
2025-01-01 02:05:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,148.10706063136882,148.10706063136882,-58.10706063136883,-58.10706063136883,54.155851500455015,-3.6372500273937476,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1387170691227806,0.008443360658424675,0.031062390347002887,0.0,0.0,0.0,0.0,0.0,0.0,0.43983574670972336,51.666666666666686,0.03331151295840273,0.01722335800438596,18.888888888888914
2025-01-01 02:06:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,147.9649713225739,147.9649713225739,-57.96497132257389,-57.96497132257389,54.49774939581579,-3.637577199973748,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1387170691227806,0.008443360658424675,0.031062390347002887,0.0,0.0,0.0,0.0,0.0,0.0,0.43983574670972336,51.666666666666686,0.03331151295840273,0.01722335800438596,18.888888888888914
2025-01-01 02:07:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,147.82227818579616,147.82227818579616,-57.82227818579618,-57.82227818579618,54.837397368277834,-3.637904369876196,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1387170691227806,0.008443360658424675,0.031062390347002887,0.0,0.0,0.0,0.0,0.0,0.0,0.43983574670972336,51.666666666666686,0.03331151295840273,0.01722335800438596,18.888888888888914
2025-01-01 02:08:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,147.67899018407616,147.67899018407616,-57.678990184076156,-57.678990184076156,55.17481688760017,-3.638231537064712,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1387170691227806,0.008443360658424675,0.031062390347002887,0.0,0.0,0.0,0.0,0.0,0.0,0.43983574670972336,51.666666666666686,0.03331151295840273,0.01722335800438596,18.888888888888914
2025-01-01 02:09:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,147.53511616575543,147.53511616575543,-57.53511616575543,-57.53511616575543,55.510029403800104,-3.6385587015320198,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1387170691227806,0.008443360658424675,0.031062390347002887,0.0,0.0,0.0,0.0,0.0,0.0,0.43983574670972336,51.666666666666686,0.03331151295840273,0.01722335800438596,18.888888888888914
2025-01-01 02:10:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,147.3906648643804,147.3906648643804,-57.3906648643804,-57.3906648643804,55.84305634058461,-3.6388858632635674,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1387170691227806,0.008443360658424675,0.031062390347002887,0.0,0.0,0.0,0.0,0.0,0.0,0.43983574670972336,51.666666666666686,0.03331151295840273,0.01722335800438596,18.888888888888914
2025-01-01 02:11:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,147.24564489996928,147.24564489996928,-57.24564489996928,-57.24564489996928,56.17391908601519,-3.639213022303011,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1387170691227806,0.008443360658424675,0.031062390347002887,0.0,0.0,0.0,0.0,0.0,0.0,0.43983574670972336,51.666666666666686,0.03331151295840273,0.01722335800438596,18.888888888888914
2025-01-01 02:12:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,147.10006478028544,147.10006478028544,-57.10006478028545,-57.10006478028545,56.50263898368189,-3.63954017861397,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1387170691227806,0.008443360658424675,0.031062390347002887,0.0,0.0,0.0,0.0,0.0,0.0,0.43983574670972336,51.666666666666686,0.03331151295840273,0.01722335800438596,18.888888888888914
2025-01-01 02:13:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,146.9539329008286,146.9539329008286,-56.95393290082858,-56.95393290082858,56.829237327194505,-3.639867332203721,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1387170691227806,0.008443360658424675,0.031062390347002887,0.0,0.0,0.0,0.0,0.0,0.0,0.43983574670972336,51.666666666666686,0.03331151295840273,0.01722335800438596,18.888888888888914
2025-01-01 02:14:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,146.80725744896938,146.80725744896938,-56.80725744896938,-56.80725744896938,57.153735565987574,-3.6401944833269226,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1387170691227806,0.008443360658424675,0.031062390347002887,0.0,0.0,0.0,0.0,0.0,0.0,0.43983574670972336,51.666666666666686,0.03331151295840273,0.01722335800438596,18.888888888888914
2025-01-01 02:15:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,146.66004679776066,146.66004679776066,-56.66004679776065,-56.66004679776065,57.47615443164,-3.6405216315033613,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1387170691227806,0.008299643881259998,0.030838517263420885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.03331151295840273,0.01722335800438596,18.888888888888914
2025-01-01 02:16:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,146.5123089171663,146.5123089171663,-56.5123089171663,-56.5123089171663,57.796515236093455,-3.640848776951316,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1387170691227806,0.008299643881259998,0.030838517263420885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.03331151295840273,0.01722335800438596,18.888888888888914
