Time,Ambient Dry Bulb (C),Ambient Relative Humidity (-),Ambient Pressure (kPa),GHI (W/m^2),DNI (W/m^2),DHI (W/m^2),Wind Speed (m/s),Sky Temperature (C),Mains Temperature (C),Ground Temperature (C),Ambient Humidity Ratio (-),Ambient Wet Bulb (-),apparent_zenith,zenith,apparent_elevation,elevation,azimuth,equation_of_time,dni_extraterrestrial,airmass,Exterior Wall Irradiance (W),"Exterior Wall Irradiance - North, poa_global (W/m^2)","Exterior Wall Irradiance - North, poa_direct (W/m^2)","Exterior Wall Irradiance - North, poa_diffuse (W/m^2)","Exterior Wall Irradiance - North, poa_sky_diffuse (W/m^2)","Exterior Wall Irradiance - North, poa_ground_diffuse (W/m^2)","Exterior Wall Irradiance - East, poa_global (W/m^2)","Exterior Wall Irradiance - East, poa_direct (W/m^2)","Exterior Wall Irradiance - East, poa_diffuse (W/m^2)","Exterior Wall Irradiance - East, poa_sky_diffuse (W/m^2)","Exterior Wall Irradiance - East, poa_ground_diffuse (W/m^2)",Roof Irradiance (W),"Roof Irradiance - North, poa_global (W/m^2)","Roof Irradiance - North, poa_direct (W/m^2)","Roof Irradiance - North, poa_diffuse (W/m^2)","Roof Irradiance - North, poa_sky_diffuse (W/m^2)","Roof Irradiance - North, poa_ground_diffuse (W/m^2)",Window Irradiance (W),"Window Irradiance - North, poa_global (W/m^2)","Window Irradiance - North, poa_direct (W/m^2)","Window Irradiance - North, poa_diffuse (W/m^2)","Window Irradiance - North, poa_sky_diffuse (W/m^2)","Window Irradiance - North, poa_ground_diffuse (W/m^2)","Window Irradiance - East, poa_global (W/m^2)","Window Irradiance - East, poa_direct (W/m^2)","Window Irradiance - East, poa_diffuse (W/m^2)","Window Irradiance - East, poa_sky_diffuse (W/m^2)","Window Irradiance - East, poa_ground_diffuse (W/m^2)",Horizontal Irradiance (W/m^2),Occupancy (Persons),MELs (kW),TV (kW),Ceiling Fan (kW),Indoor Lighting (kW),Clothes Washer (L/min),Clothes Washer (kW),Clothes Dryer (kW),Clothes Dryer (therms/hour),Cooking Range (kW),Cooking Range (therms/hour),Water Heating (L/min),Water Heating Setpoint (C),Refrigerator (kW),Exterior Lighting (kW),HVAC Heating Setpoint (C),HVAC Cooling Setpoint (C)
2025-01-01 01:23:00,2.8,0.52,103.0,0,0,0,5.2,-14.691922030337082,12.43753247303448,9.236100170605994,0.0023555100035193835,-0.5430708127751247,153.39284020750677,153.39284020750677,-63.39284020750677,-63.39284020750677,37.4953676167936,-3.6235063275453285,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.10085307670772134,0.0039891499189417924,0.023316918988477008,0.005894764951886411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.03865133429493931,0.0026382193439327484,20.0555555555556,21.0555555555556
2025-01-01 01:24:00,2.8,0.52,103.0,0,0,0,5.2,-14.691922030337082,12.43753247303448,9.236100170605994,0.0023555100035193835,-0.5430708127751247,153.28580668127654,153.28580668127654,-63.285806681276554,-63.285806681276554,37.94932347083795,-3.6238336140158935,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.10085307670772134,0.0039891499189417924,0.023316918988477008,0.005894764951886411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.03865133429493931,0.0026382193439327484,20.0555555555556,21.0555555555556
2025-01-01 01:25:00,2.8,0.52,103.0,0,0,0,5.2,-14.691922030337082,12.43753247303448,9.236100170605994,0.0023555100035193835,-0.5430708127751247,153.17768443570432,153.17768443570432,-63.177684435704315,-63.177684435704315,38.40031062623342,-3.624160897808906,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.10085307670772134,0.0039891499189417924,0.023316918988477008,0.005894764951886411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.03865133429493931,0.0026382193439327484,20.0555555555556,21.0555555555556
2025-01-01 01:26:00,2.8,0.52,103.0,0,0,0,5.2,-14.691922030337082,12.43753247303448,9.236100170605994,0.0023555100035193835,-0.5430708127751247,153.06848728029902,153.06848728029902,-63.06848728029903,-63.06848728029903,38.848335897633774,-3.6244881788588827,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.10085307670772134,0.0039891499189417924,0.023316918988477008,0.005894764951886411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.03865133429493931,0.0026382193439327484,20.0555555555556,21.0555555555556
2025-01-01 01:27:00,2.8,0.52,103.0,0,0,0,5.2,-14.691922030337082,12.43753247303448,9.236100170605994,0.0023555100035193835,-0.5430708127751247,152.9582289406148,152.9582289406148,-62.958228940614795,-62.958228940614795,39.29340697294958,-3.624815457202203,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.10085307670772134,0.0039891499189417924,0.023316918988477008,0.005894764951886411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.03865133429493931,0.0026382193439327484,20.0555555555556,21.0555555555556
2025-01-01 01:28:00,2.8,0.52,103.0,0,0,0,5.2,-14.691922030337082,12.43753247303448,9.236100170605994,0.0023555100035193835,-0.5430708127751247,152.8469230557675,152.8469230557675,-62.846923055767505,-62.846923055767505,39.7355323754241,-3.625142732875247,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.10085307670772134,0.0039891499189417924,0.023316918988477008,0.005894764951886411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.03865133429493931,0.0026382193439327484,20.0555555555556,21.0555555555556
2025-01-01 01:29:00,2.8,0.52,103.0,0,0,0,5.2,-14.691922030337082,12.43753247303448,9.236100170605994,0.0023555100035193835,-0.5430708127751247,152.7345830984421,152.7345830984421,-62.734583098442094,-62.734583098442094,40.174721728029965,-3.62547000599443,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.10085307670772134,0.0039891499189417924,0.023316918988477008,0.005894764951886411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.03865133429493931,0.0026382193439327484,20.0555555555556,21.0555555555556
2025-01-01 01:30:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,152.62122267385806,152.62122267385806,-62.62122267385806,-62.62122267385806,40.610984544322946,-3.6257972762396093,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.10085307670772134,0.0039891499189417924,0.023316918988477008,0.005894764951886411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.03865133429493931,0.0026382193439327484,20.0555555555556,21.0555555555556
2025-01-01 01:31:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,152.50685506486224,152.50685506486224,-62.50685506486222,-62.50685506486222,41.044331963147215,-3.6261245437563048,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.10085307670772134,0.0039891499189417924,0.023316918988477008,0.005894764951886411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.03865133429493931,0.0026382193439327484,20.0555555555556,21.0555555555556
2025-01-01 01:32:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,152.39149352884556,152.39149352884556,-62.39149352884556,-62.39149352884556,41.47477554061197,-3.62645180857362,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.10085307670772134,0.0039891499189417924,0.023316918988477008,0.005894764951886411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.03865133429493931,0.0026382193439327484,20.0555555555556,21.0555555555556
2025-01-01 01:33:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,152.27515122132223,152.27515122132223,-62.275151221322226,-62.275151221322226,41.90232751012161,-3.626779070691555,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.10085307670772134,0.0039891499189417924,0.023316918988477008,0.005894764951886411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.03865133429493931,0.0026382193439327484,20.0555555555556,21.0555555555556
2025-01-01 01:34:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,152.15784119256656,152.15784119256656,-62.15784119256656,-62.15784119256656,42.32700075546677,-3.6271063300737296,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.10085307670772134,0.0039891499189417924,0.023316918988477008,0.005894764951886411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.03865133429493931,0.0026382193439327484,20.0555555555556,21.0555555555556
2025-01-01 01:35:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,152.03957638549232,152.03957638549232,-62.039576385492325,-62.039576385492325,42.74880878042853,-3.627433586749248,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.10085307670772134,0.0039891499189417924,0.023316918988477008,0.005894764951886411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.03865133429493931,0.0026382193439327484,20.0555555555556,21.0555555555556
2025-01-01 01:36:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,151.9203696334738,151.9203696334738,-61.92036963347381,-61.92036963347381,43.16776567985994,-3.6277608407108346,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.10085307670772134,0.0039891499189417924,0.023316918988477008,0.005894764951886411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.03865133429493931,0.0026382193439327484,20.0555555555556,21.0555555555556
2025-01-01 01:37:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,151.80023365859276,151.80023365859276,-61.80023365859277,-61.80023365859277,43.58388611044961,-3.6280880919948686,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.10085307670772134,0.0039891499189417924,0.023316918988477008,0.005894764951886411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.03865133429493931,0.0026382193439327484,20.0555555555556,21.0555555555556
2025-01-01 01:38:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,151.67918106889482,151.67918106889482,-61.679181068894806,-61.679181068894806,43.99718526610536,-3.6284153405358666,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.10085307670772134,0.0039891499189417924,0.023316918988477008,0.005894764951886411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.03865133429493931,0.0026382193439327484,20.0555555555556,21.0555555555556
2025-01-01 01:39:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,151.55722435807388,151.55722435807388,-61.557224358073896,-61.557224358073896,44.40767884608255,-3.628742586399312,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.10085307670772134,0.0039891499189417924,0.023316918988477008,0.005894764951886411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.03865133429493931,0.0026382193439327484,20.0555555555556,21.0555555555556
2025-01-01 01:40:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,151.43437582036952,151.43437582036952,-61.43437582036952,-61.43437582036952,44.81538330408938,-3.6290698297598283,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.10085307670772134,0.0039891499189417924,0.023316918988477008,0.005894764951886411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.03865133429493931,0.0026382193439327484,20.0555555555556,21.0555555555556
2025-01-01 01:41:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,151.31064787955023,151.31064787955023,-61.31064787955022,-61.31064787955022,45.220314729844404,-3.6293970701808576,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.10085307670772134,0.0039891499189417924,0.023316918988477008,0.005894764951886411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.03865133429493931,0.0026382193439327484,20.0555555555556,21.0555555555556
2025-01-01 01:42:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,151.18605259361544,151.18605259361544,-61.18605259361544,-61.18605259361544,45.62249046350962,-3.6297243078879546,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.10085307670772134,0.0039891499189417924,0.023316918988477008,0.005894764951886411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.03865133429493931,0.0026382193439327484,20.0555555555556,21.0555555555556
2025-01-01 01:43:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,151.0606019817238,151.0606019817238,-61.06060198172381,-61.06060198172381,46.0219279785689,-3.630051542939327,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.10085307670772134,0.0039891499189417924,0.023316918988477008,0.005894764951886411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.03865133429493931,0.0026382193439327484,20.0555555555556,21.0555555555556
2025-01-01 01:44:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,150.9343079425039,150.9343079425039,-60.93430794250391,-60.93430794250391,46.418645127884815,-3.63037877518218,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.10085307670772134,0.0039891499189417924,0.023316918988477008,0.005894764951886411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.03865133429493931,0.0026382193439327484,20.0555555555556,21.0555555555556
2025-01-01 01:45:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,150.80718225235674,150.80718225235674,-60.80718225235673,-60.80718225235673,46.81266012318747,-3.6307060047911364,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.10085307670772134,0.0039891499189417924,0.023316918988477008,0.005894764951886411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.03865133429493931,0.0026382193439327484,20.0555555555556,21.0555555555556
2025-01-01 01:46:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,150.67923656491908,150.67923656491908,-60.67923656491908,-60.67923656491908,47.20399151192339,-3.6310332316643326,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.10085307670772134,0.0039891499189417924,0.023316918988477008,0.005894764951886411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.03865133429493931,0.0026382193439327484,20.0555555555556,21.0555555555556
2025-01-01 01:47:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,150.5504824107482,150.5504824107482,-60.55048241074822,-60.55048241074822,47.59265815442552,-3.6313604558454244,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.10085307670772134,0.0039891499189417924,0.023316918988477008,0.005894764951886411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.03865133429493931,0.0026382193439327484,20.0555555555556,21.0555555555556
2025-01-01 01:48:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,150.42093119586474,150.42093119586474,-60.420931195864725,-60.420931195864725,47.978679205550804,-3.6316876772834803,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.10085307670772134,0.0039891499189417924,0.023316918988477008,0.005894764951886411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.03865133429493931,0.0026382193439327484,20.0555555555556,21.0555555555556
2025-01-01 01:49:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,150.29059420283056,150.29059420283056,-60.29059420283055,-60.29059420283055,48.36207408962446,-3.6320148960439838,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.10085307670772134,0.0039891499189417924,0.023316918988477008,0.005894764951886411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.03865133429493931,0.0026382193439327484,20.0555555555556,21.0555555555556
2025-01-01 01:50:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,150.1594825895122,150.1594825895122,-60.159482589512194,-60.159482589512194,48.74286248335318,-3.632342112083279,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.10085307670772134,0.0039891499189417924,0.023316918988477008,0.005894764951886411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.03865133429493931,0.0026382193439327484,20.0555555555556,21.0555555555556
2025-01-01 01:51:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,150.0276073004615,150.0276073004615,-60.02760730046151,-60.02760730046151,49.12106454846605,-3.632669325597817,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.10085307670772134,0.0039891499189417924,0.023316918988477008,0.005894764951886411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.03865133429493931,0.0026382193439327484,20.0555555555556,21.0555555555556
2025-01-01 01:52:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,149.89497942134165,149.89497942134165,-59.89497942134166,-59.89497942134166,49.496699899503426,-3.632996536201972,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.10085307670772134,0.0039891499189417924,0.023316918988477008,0.005894764951886411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.03865133429493931,0.0026382193439327484,20.0555555555556,21.0555555555556
2025-01-01 01:53:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,149.76160964733367,149.76160964733367,-59.76160964733368,-59.76160964733368,49.8697891101782,-3.633323744092195,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.10085307670772134,0.0039891499189417924,0.023316918988477008,0.005894764951886411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.03865133429493931,0.0026382193439327484,20.0555555555556,21.0555555555556
2025-01-01 01:54:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,149.627508637945,149.627508637945,-59.627508637945,-59.627508637945,50.24035267548186,-3.6336509492830373,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.10085307670772134,0.0039891499189417924,0.023316918988477008,0.005894764951886411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.03865133429493931,0.0026382193439327484,20.0555555555556,21.0555555555556
2025-01-01 01:55:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,149.49268692801712,149.49268692801712,-59.492686928017115,-59.492686928017115,50.608411252082306,-3.6339781517381198,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.10085307670772134,0.0039891499189417924,0.023316918988477008,0.005894764951886411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.03865133429493931,0.0026382193439327484,20.0555555555556,21.0555555555556
2025-01-01 01:56:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,149.3571549282429,149.3571549282429,-59.35715492824288,-59.35715492824288,50.97398564126263,-3.634305351493822,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.10085307670772134,0.0039891499189417924,0.023316918988477008,0.005894764951886411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.03865133429493931,0.0026382193439327484,20.0555555555556,21.0555555555556
2025-01-01 01:57:00,2.2,0.55,103.0,0,0,0,2.6,-15.204229956164454,12.43753247303448,9.236100170605994,0.0023873729234643727,-0.8234405700195411,149.22092292573004,149.22092292573004,-59.22092292573003,-59.22092292573003,51.3370967725906,-3.634632548535592,1413.981805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.10085307670772134,0.0039891499189417924,0.023316918988477008,0.005894764951886411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.666666666666686,0.03865133429493931,0.0026382193439327484,20.0555555555556,21.0555555555556
